name,ja,zh
workActivityResult.totalFan.count,%{count}人,%{count}명
individualRanking.aggregateAt,%{openTime} 〜 %{closeTime},
errorDialog.movieSkipNotice,スキップした場合、動画は閲覧済み状態となります,스킵 했을 경우、동영상은 열람이 끝난 상태가 됩니다
gasha.billedText,【有償】,【유상】
lotteryResult.title,当選結果,당선 결과
lotteryResult.comment,以下の景品を獲得しました,이하의 경품을 획득했습니다
lotteryResult.notice,景品はプレゼントからお受け取りください,경품은 선물로부터 받아 주세요
lotteryResult.rankCount,本当選！,당첨！
lotteryResult.rankRewardCount,×%{rankRewardCount},
mission.receiveDateLimit,【受取期限】%{closeAt}まで,【수령 기한】%{closeAt}까지
mission.notJoined,未参加です,미참가입니다
mission.eventEnded,イベント終了,이벤트 종료
errorDialog.offline,通信中にオフラインになりました。\nネットワーク環境をご確認の上、\nページの再読み込みをお試しください。,통신중에 오프라인이 되었습니다. \n네트워크 환경을 확인하신 후、\n페이지의 갱신을 시도해 주세요.
gameEvent.eventEnded,イベント開催期間は終了しました,이벤트 개최 기간은 종료되었습니다
announce.eventNotice,イベント予告,이벤트 예고
announce.songInfo,楽曲情報,악곡 정보
evolution.reward.title,解放,해방
evolution.reward.header,%{name}を\n%{times}回特訓したため,%{name}를 \n%{times}회 특훈했기 때문에
evolution.reward.getTitle,・特訓称号,・특훈 칭호
evolution.reward.getVoiceHeader,・特訓ホームボイス,・특훈 홈보이스
evolution.reward.footer,が解放されました。,(이)가 해방되었습니다
gasha.campaignGashaSubtitle,キャンペーンガシャ提供割合,캠페인 가챠 제공 비율
gasha.campaignGashaSubtitleIdol,キャンペーンガシャの提供アイドル一覧,캠페인 가챠의 제공 아이돌 일람
gasha.stepupTimes.step3,%{times}連ガシャ,%{times}연가챠
gasha.stepupTimes.step4,%{times}連,%{times}연
idolPieceSimple,ピース,피스
invitation.tweetComments.text,アイドルマスターシャイニーカラーズ\rこの招待リンクからゲームを始めると１回ガシャチケットもらえる！,아이돌마스터 샤이니칼라즈\r이 초대 링크에서 게임을 시작하면 1회 가챠 티켓을 받을 수 있다!
invitation.tweetComments.hashTag,"シャニマス,idolmaster","シャニマス,idolmaster"
billedJewel,有償フェザージュエル,유상 패더 쥬엘
shop.salesItemText.2137,お一人様1つ限定！\n「初夏の晴れやか記念10連ガシャチケット×1」に「初夏の晴れやか記念P-SRアイドル確定ガシャチケット×1」がついたお得なパッケージです！,1인 1개 한정! \n 「초여름의 쾌청함 기념 10연가챠 티켓×1」에 「초여름의 쾌청함 기념 P-SR아이돌 확정 가챠 티켓×1」이 붙은 이득의 패키지입니다!
shop.exchangeCount,交換数,교환수
shop.purchaseCount,購入数,구입수
shop.exchangeLimit,交換上限,교환 상한
shop.purchaseLimit,購入上限,구입 상한
shop.purchasedCountLabelText.skin,所持数,소지수
shop.purchasedCountLabelText.gameEvent.scenario_event_point,シナリオP,시나리오P
shop.purchasedCountLabelText.gameEvent.fes_event_point,フェスP,페스P
shop.purchasedCountLabelText.gameEvent.box_event_point,ボックスP,박스P
shop.purchasedCountLabelText.gameEvent.ranking_event_point,ランキングP,랭킹P
shop.smallTabTitles.money.gashaTicket,ガシャチケット,가챠 티켓
shop.smallTabTitles.money.produceItem,プロデュースアイテム,프로듀스 아이템
shop.smallTabTitles.money.enhancementItem,トレーニングチケット,트레이닝 티켓
shop.smallTabTitles.money.recoveryItem,回復アイテム,회복 아이템
shop.smallTabTitles.money.others,その他,그 외
shop.smallTabTitles.skin.shops,衣装交換所,의상 교환소
shop.smallTabTitles.skin.skins,所持衣装,소지 의상
shop.smallTabTitles.gameEvent.point,ポイント交換,포인트 교환
shop.smallTabTitles.gameEvent.ticket,チケット交換,티켓 교환
shop.smallTabTitles.idolPiece.rainbow,虹,무지개
shop.smallTabTitles.idolPiece.gold,金,금
shop.smallTabTitles.idolPiece.silver,銀,은
shop.emptyNotice.purchase,購入できる商品がありません,구입할 수 있는 상품이 없습니다
shop.emptyNotice.exchange,交換できる商品がありません,교환할 수 있는 상품이 없습니다
shop.trade.tradeConfirmation.title,交換確認,교환 확인
shop.trade.tradeConfirmation.message,以下のアイテムと\r「%{title}」を交換しますか？,이하의 아이템과\r「%{title}」를 교환합니까?
shop.trade.tradeConfirmation.shortageMessage,「%{title}」の\r交換に必要なアイテムが不足しています,「%{title}」의\r교환에 필요한 아이템이 부족합니다
raidConcert.sharedPassiveSkillDialog.title,発動中のパッシブスキル,발동중인 패시브 스킬
raidConcert.chain.appealCommentRegExp,(?:[a-zA-Z＆]+[0-9.～〜最大]+倍|思い出)アピール,(?:[a-zA-Z＆]+[0-9.～〜最大]+倍|思い出)アピール
raidConcert.chain.unsupportedSkill,チェイン対象外,체인 대상외
raidTop.announce.defaultMessages.opening,ステージを選んでコラボフェスに参加してください,스테이지를 선택해 콜라보페스에 참가해 주세요
raidTop.announce.defaultMessages.closed,コラボフェス期間は終了しました,콜라보페스 기간은 종료했습니다
raidTop.header.closeDate,開催期間 %{closeAt}まで,개최기간 %{closeAt}까지
raidTop.passShortageDialog.title,コラボフェスパス,콜라보페스패스
raidTop.passShortageDialog.text,コラボフェスパスが不足しています,콜라보페스패스가 부족합니다
raidTop.resumeDialog.title,コラボフェス,콜라보페스
raidTop.resumeDialog.text,進行中のフェスがあります。\nフェスを再開しますか？,진행중인 페스가 있습니다.\n페스를 재개합니까?
raidTop.terminateDialog.title,コラボフェス,콜라보페스
raidTop.terminateDialog.text,進行中のフェスを終了します。,진행중인 페스를 종료합니다.
raidTop.terminateDialog.textWarning,コラボフェスパスは返却されません,콜라보페스패스는 반환되지 않습니다
raidTop.guestedConcertHistoryDialog.title,活躍速報,활약속보
raidTop.guestedConcertHistoryDialog.description,以下のライブで活躍しました,이하의 라이브로 활약했습니다
raidTop.stageRankingDetailDialog.titles.vocal,Vocalステージ 累計スコアランキングTOP10,Vocal스테이지 누계 스코어 랭킹 TOP10
raidTop.stageRankingDetailDialog.titles.dance,Danceステージ 累計スコアランキングTOP10,Dance스테이지 누계 스코어 랭킹 TOP10
raidTop.stageRankingDetailDialog.titles.visual,Visualステージ 累計スコアランキングTOP10,Visual스테이지 누계 스코어 랭킹 TOP10
raidTop.stageRankingDetailDialog.titles.all,Centerステージ 累計スコアランキングTOP10,Center스테이지 누계 스코어 랭킹 TOP10
raidResult.raidStageDifficultyAndLevel,%{difficulty} Lv.%{level},
raidResult.raidBonusDifficultyAndLevel,%{difficulty}(%{level}),
raidResult.raidNoAwardUser,なし,없음
raidResult.scoreSuffix,%{value}pt,
raidResult.difficultyRate,×%{value},
raidReady.description,テンション決定後は前の画面には戻れません\nコラボフェスパスを1消費します,텐션 결정 후에는 앞 화면으로 돌아갈 수 없습니다\n콜라보페스패스를 1 소비합니다
raidReady.unitSkillDetailDialog.title,ユニット詳細,유닛 상세
raidReward.headerTitle,イベント報酬,이벤트 보상
raidReward.alertTexts.default,最大100件一度に受け取ることが可能です\n受け取り済の報酬は未受け取りの報酬の下部に表示されます,최대 100건을 한꺼번에 받을 수 있습니다\n수령한 보상은 미수령한 보상의 하단에 표시됩니다
raidReward.alertTexts.lap,最大100件一度に受け取ることが可能です\n周数報酬は期間中に1回でもコラボフェスをプレイした場合のみ受け取れます,최대 100건을 한꺼번에 받을 수 있습니다\n주 보상은 기간중에 1번이라도 콜라보페스를 플레이했을 경우에만 받습니다
raidReward.popMissionDetail,報酬詳細,보상 상세
raidReward.receiveAllConfirm.text,報酬を新しいものから\r100件まで受け取ります。\rよろしいですか？,보상을 새로운 것부터\r100건까지 받습니다.\r좋습니까?
raidReward.receiveAll.title,報酬一括受け取り,보상 일괄 수취
raidReward.receiveAll.message,以下の報酬を受け取りました,이하의 보상을 받았습니다
raidReward.receiveAll.maxMessageFooter,一部の報酬は最大所持数を超えているため\n受け取れませんでした,일부 보상은 최대 소지수를 넘기 때문에\n받지 않았습니다
raidReward.receiveAll.maxMessage,最大所持数を超えるため受け取れません,최대 소지수를 넘기 때문에 받지 않았습니다
raidReward.receiveAll.noPresentMessage,受け取れる報酬はありませんでした,받을 보상이 없습니다
raidReward.receiveAll.itemNameNum,%{type} ×%{num},
raidReward.popReceive.title,報酬受け取り,보상 수취
raidReward.popReceive.comment,以下の報酬を受け取りました,이하의 보상을 받았습니다
raidExceptionPop.title,コラボフェス,콜라보페스
raidExceptionPop.closeEventText,コラボフェスは終了しました,콜라보페스는 종료했습니다
raidExceptionPop.closeHallText,%{name}の\n盛り上がりが最高潮に達しました\n\n他のステージを盛り上げに行ってみましょう！,%{name}의\n고조가 최고조에 이르렀습니다 \n\n다른 스테이지를 북돋우러 가봅시다!
characterAlbum.commu.albumType.birthday_event,誕生日,생일
characterAlbum.commuDetailPop.notice,%{itemName}での解放は%{date}より可能です,%{itemName}로 해방은%{date}부터 가능합니다
characterAlbum.commuDetailPop.title,コミュ詳細,커뮤 상세
characterAlbum.commuDetailPop.useItem.title,%{itemName}を使ってコミュを解放できます,%{itemName}를 사용해 커뮤를 해방할 수 있습니다
characterBirthday.characterBirthdayListPop.birthday,%{month}/%{day},
characterBirthday.characterBirthdayListPop.month,月,월
characterBirthday.characterBirthdayListPop.title,誕生日確認,생일 확인
characterBirthday.givePresentDialog.text,自然回復の上限を超えて回復でき、\n誕生日ミニコミュが解放されます,자연 회복의 상한을 넘어 회복할 수 있고\n생일 미니커뮤가 해방됩니다
characterBirthday.specialCommunicationDialog.txtNotice,「あとで再生」を選んだ場合、\n期間中誕生日特設ページで再度この確認が表示されます。,「나중에 재생」을 선택했을 경우\n기간중 생일 특설 페이지로 재차 이 확인이 표시됩니다.
errorDialog.closedText,期間は終了しました,기간은 종료했습니다
errorDialog.eventClosedTitle,イベント期間外,이벤트 기간 외
errorDialog.expiredProduceItem,アイテムの使用期限が終了したため\n持ち込むことができませんでした\n\n再度アイテムを選択し直してください,아이템의 사용 기한이 종료됐기 때문에\n반입할 수가 없었습니다\n\n재차 아이템을 다시 선택해 주세요
errorDialog.shopClosedTitle,購入期間外,구입 기간 외
extraCampaign.application.announceTime,yyyy/mm/dd HH:MM,
extraCampaign.application.announceTimeLabel,当選発表,당선 발표
extraCampaign.application.applicationAgreementDialog.body.heading,「アイドルマスター シャイニーカラーズ」\rリアルステージイベント『283プロダクション プロデューサー感謝祭』\rステージ観覧応募について,「아이돌마스터샤이니컬러즈」\r리얼 스테이지 이벤트 『283 프로덕션 프로듀서 감사제』\r스테이지 관람 응모에 대해
extraCampaign.application.applicationAgreementDialog.body.inquiry.descriptions.after,なお、抽選結果に関する個別のお問い合わせにはお答えしかねます。,덧붙여 추첨 결과에 관한 개별 문의에는 대답하기 어렵습니다.
