ja,zh
ぷ、プロデューサー……\nバレンタインにうちが言うた\nこと、覚えとる……？,프、프로듀서……\n발렌타인 때 내가 한말\n기억하고 있엉……?
私、なんだか甘い物が食べた\nい気分ですー。……忘れてる\nなら別にいいですケドー……,저、뭔가 단게 먹고\n싶은 기분이에요…잊었다면\n별로 상관없지만요…
急になんですかぁ？\n……でも、ふふー\nお菓子ゲットー,갑자기 뭐에요? \n…그래도、후후―\n과자 Get
──え\n……ぁ、……そ、そーいうん\nじゃなかったんですケド……,─어\n… 아、… 그、그런 의미\n가 아니었는데요……
おてんとさんはぴっかぴかで、\n風もびゅんびゅんして──\nこいは、その記念～！,햇님은 팔팔하고、\n바람도 많이 불어서──\n이건 그 기념~!
まさかこんなに早く\nこのドレスを着ることになるとは思わなかったわ,설마 이렇게 빨리\n이 드레스를 입을 일이 생길거라곤 생각하지 않았어요
手、出してほしいっす\nプロデューサーさんにも\nクワガタ見せたいんで,﻿손、내줬음 함다\n프로듀서 씨한테도\n사슴벌레를 보여주고 싶으니
わたしたちの光\n受け止めてほしいっす！\nさぁ、行くっすよ！,우리들의 빛\n받아들여 줬음 함다!\n자、간다구여!
あっつーい！\nこんな時は、冷たいものがほし\nくなっちゃうよーっ！,더워ー! \n이런 때는、차가운걸\n원하게 돼!
準備はできてるかなー？\n最後まで、フルスロットルで楽\nしもうねっ！,준비는 돼 있지ー?\n마지막까지、풀 스로틀로\n즐기자!
お願いごと……アイドルとして頑張っていれば、あの星まで届くでしょうか……？,소원…… 아이돌로서 노력하고 있으면、그 별까지 닿을까요……?
お願いごと、何にしよ……\n……あ、そうだ……お仕事の日、起きれますように……！,소원、무엇으로 하지…\n…아、그래…영업있는 날、일어날 수 있길…!
甜花ちゃんと一年に一回しか会えないなんて甘奈は絶対に無理！　織姫と彦星は強いなぁ……,텐카쨩과 일년에 한번 밖에 만날 수 없다니 아마나는 절대로 무리! 직녀와 견우는 강하구나…
短冊には『トップアイドル』\nもちろん、そう書いたわ！\n……アナタもそうでしょう？,소원종이에는 『톱 아이돌』\n물론、그렇게 썼어! \n…당신도 그렇겠죠?
金銀砂子……\n再び……まみえることを……\n祝福する光……,금은모래…\n다시…만나는 것을…\n축복하는 빛…
ふ～んふ～ふ～……\nうわっ！　プロデューサー\nいたのかよ……！,흥흥~흥~……\n우왓! 프로듀서\n있었어…!
給食で、七夕ゼリーって出ませんでしたか？　星型の果物とかが入ってるやつです！,급식으로、칠석 젤리는 나오지 않았습니까? 별모양 과일이라든지 들어있는 것입니다!
星がたっくさん集まると、おっきな川に変身します……！\nとーっても不思議ですっ！,별이 많이 모이면、큰 강으로 변신합니다…!\n이라고해도 이상합니닷!
お昼のあいだも……\n光ってるんです……\nお星さまたち……,점심 시간동안도…\n빛나고 있습니다…\n별님들……
織姫も彦星もさぁ、サボるならもっと上手くやらなきゃだったよねぇ,직녀도 견우도、게으름 피울거면 좀 더 능숙하게 했어야 했잖아
短冊に何と書いたんだい？\nいや……もし私に叶えられるものならいいな、と思ってね,소원종이에 뭐라고 썼어? \n아니…만약 나에게 실현될 수 있는 것이면 좋겠다、라고 생각해
短冊に書くのって、どんな願いごとでもいいんですかぁ？\nふふー、何から書こうかなぁ,소원종이에 쓰는 것은、어떤 거라도 좋습니까? \n후후―、무엇부터 쓸까
一年にいっぺんしか会えんなんて、うちならぜーったいに\n耐えられんばい……！,일년에 한번 밖에 만날 수 없어、나라면 절대로\n못참는당께…!
夏の大三角……\nわたしたちみたいだなーって！\nえへへ、だって星だからね！,여름철 대삼각형……\n우리들 보고싶어! \n에헤헤、왜냐면 별이니까!
願いごとは教えられません……！　誰かに言ったら、叶わなくなりそうなので……秘密です,소원은 가르쳐 드릴 수 없습니다…! 누군가에게 말하면、실현되지 않게 될것 같아서…비밀입니다
ふふっ、いろんな色の七夕飾りを見ていると、なんだかウキウキしてきますっ,후훗、여러가지 색의 칠석장식을 보고 있으면、왠지 두근두근 해집니닷
お願いっていくつまでセーフだと思う！？　ありすぎて決まんないんだけど！,소원은 몇개까지 세이프라고 생각해!? 너무 많아 정하지 않았지만!
願い事とか、見える場所に飾るの苦手なのよね……\n……見たら承知しないから！,소원이라든지、보이는 장소에 장식하는 것은 서투른 거야…\n…보면 용서하지 않으니까!
願いって、誰が、どうやって聞き届けてくれてるんすかねぇ……,소원은、누가、어떤 방식으로 들어주는거죠……
……やっほー……,﻿…… 얏호─……
あ……い……し────\n──あ……あい……────\nあいし……ふぇダメばい～！,사…… 랑…… 해─\n─사…… 사랑……─\n 사랑해…… 후에 안된당~!
あ、あの……プロデューサーさん……公園に、のんびりしに行きませんか……？,저、저기…… 프로듀서님…… 공원에、느긋히 가지 않겠습니까……?
あの時……貴方さまが……\n貴方さまでなければ──,그 때…… 당신이……\n당신이 아니었다면─
あーのーさぁ。ちょっとは意識\nしてもらえないと、三峰も立つ\n瀬がないんですけどー？,저기말이야. 조금은 의식\n해 주지 않으면、미츠미네도 설\n가망이 없습니다만―?
おてんとさんも、\nこい見て喜んどるばい～！,햇님도、\n이걸 보고 기뻐한당~!
お借りした手袋は、私が責任を\n持って、洗ってお返しいたしま\nすので……！,빌린 장갑은、내가 책임을\n가지고、세탁해서 돌려드릴게요……!
きみは恋……\nわれは秋嵐……,너는 사랑……\n나는 가을폭풍……
こういうポーズの時こそ\n体幹と腹筋が役立つのよ！\nベストショットまでキープ……,이런 포즈야말로\n체간과 복근에 도움이 되는거야! \n베스트 샷까지 킵……
ふふー\nタバスコ入りカレードリアの\n味はどうでしたぁ？,후후―\n타바스코안의 카레 도리아의\n맛은 어땠습니까?
んふふ～、幸せやねぇ～\nねぇ？,응후후~、행복하지~\n그치?
アンタが、いつもアタシの\nことを考えてくれてるのは\nわかってるつもりだよ,너가、언제나 나의\n일을 생각해 주고 있는 것은\n알고 있어
イルカは外せないし……\nクリオネも見たいよね☆\n時間足りるかなぁ……,돌고래는 제외할 수 없고……\n클리오네도 보고 싶네☆\n시간 충분할까나……
ステージ以外でも応援してもら\nえるのって、やっぱり嬉しいな\nえへへ……！,스테이지 이외에도 응원받을수\n있어서、역시 기쁘구나\n에헤헤……!
プロデューサーの好きな歌手\n教えていただけませんか\n聴いてみたいと思いまして……,프로듀서가 좋아하는 가수\n알려 줄수 없겠습니까\n들어 보고 싶다고 생각해서……
リコーダーはジャスティスレッドの武器、ジャスティーンファイアソードです！,리코더는 저스티스 레드의 무기、저스티파이어소드입니다!
人が、観覧車に乗る理由──\n……こんな時間を過ごすため\nなのかもしれないなぁって,사람이、관람차를 타는 이유─\n… 이런 시간을 보내기 위해\n그런건지도 모르겠다는
次のリクエストがあったらぜひ\n聞かせてください！　チョコア\nイドルは進化するんです！,다음의 리퀘스트가 있으면\n꼭 들려주세요! 쵸코\n아이돌은 진화합니다!
次は、プライベートで行きたいな\nもちろん、アナタも一緒にね,다음은、프라이빗으로 가고 싶다\n 물론、당신도 함께 말야
見えますか……\nいっぱいの……気持ち……,보입니까……\n 가득한…… 기분……
今日もまぁ、\nほどほどにやってきまぁす,오늘도 뭐、\n적당적당히~ 하겠습니다
プロデューサーさま……ほら、鶯が──想う相手と……呼び交わすのでしょう……ふふ……,프로듀서님… 저기、섬휘파람새─사모하는 상대와… 서로 부르겠지요… 후후…
フェスはやっぱり良かとー\nドキドキするばい！,﻿페스는 역시 괜찮을까~\n두근두근 하다이!
