ja,zh
おっ！　楽しそうっすね！　わかったっす～,옷! 즐거울거 같슴다! 알았슴다~
おーぶね？　に乗ったつもりで\n任せるし！,"큰 배? 에 탄 것처럼 안심하고 
맡겨봐줘!"
せっかくだし、一緒にどこか行こうよ！,"모처럼이니까, 같이 어딘가 가보자!"
ぜひぜひ！　よろしくです,꼭 꼭! 아무쪼록입니다
そうですか……。今日できなかったこと、\n本番まで残さないように頑張りますね,"그렇습니까……. 오늘 할 수 없었던 건,
실전까진 할 수 있도록 노력할께요"
やっりぃ！　すごいすごーい！,아싸! 굉장해 굉장-해!
わかりましたぁ\nめんどーにならない範囲で、やってみまぁす,"알겠습니다
맴돌지 않는 범위에서, 해 보겠습니다"
わかりました！\n……えへへ、差し入れ何にしようかな～？,"알겠습니다!
…… 에헤헤, 간식은 뭘 가져갈까나~?"
愛依、来週から手伝いを頼めるか？,"메이, 다음주부터 도움을 부탁할 수 있을까?"
摩美々、来週から手伝いを頼めるか？,"마미미, 다음주부터 도움을 부탁할 수 있을까?"
智代子、来週から手伝いを頼めるか？,"치요코, 다음주부터 도움을 부탁할 수 있을까?"
不合格ですか……、次はもっと頑張りますっ,"불합격입니까……, 다음은 좀 더 노력하겠습니다"
うえ、マジ！？\nみんなすごすぎない！？,"우에, 진짜!?
모두 너무 대단하지 않아!?"
うちら３人でストレイライトだかんね！\n絶対、誰にだって、負けないし！,"우리들 3명이 스트레이라이트이니까!
절대, 누구에게도, 지지 않아!"
うんっ、いいよっ,"응, 좋아요"
お安いご用さ\n私を頼ってくれて嬉しいよ,"손쉬운 일이야
나를 의지해 줘서 기뻐"
せっかくだし、一緒にお茶でもしましょう？,"모처럼이고, 함께 차라도 할까요?"
その……どっか遊びに行かねーか？,그…… 어디 놀러 가지 않을래?
ふんふ～ん！\nな～んでも任せとって！,"흥흐-응!
뭐든지 맡겨줘!"
もちろんです\n私にできることがあれば……！,"물론입니다
제가 할 수 있는 일이 있으면……!"
やった……っ！　しっかりと成果が出た\nこのまま、気を抜かずに進もう,"해냈어……! 제대로 성과가 나왔어
이대로, 방심하지 말고 나아가자"
よしっ,좋아
よっしゃ！,앗싸!
わかりました\nお役に立てるよう、頑張ります,"알겠어요
도움이 될 수 있게, 열심히 할게요"
マジで～？　おっけ～,진짜로~? 오케이~
一緒に雑貨屋さんをめぐりましょう？,같이 잡화점을 둘러보죠?
今度一緒に遊びに行こーよぉ,이번에 함께 놀러 가자
仕方ないから手伝ってあげる\nもちろん、貸しだからね,"어쩔 수 없으니까 도와줄게
물론, 빚이야"
冬優子、来週から手伝いを頼めるか？,"후유코, 다음주에 도우미 부탁해도 될까?"
千雪、来週から手伝いを頼めるか？,"치유키, 다음주에 도우미 부탁해도 될까?"
咲耶、来週から手伝いを頼めるか？,"사쿠야,다음주에 도우미 부탁해도 될까?"
恋鐘、来週から手伝いを頼めるか？,"코가네, 다음주에 도우미 부탁해도 될까?"
成果、全部出し切れました……！\n本当に嬉しいです……！,"성과, 전부 낼 수 있었습니다……!
정말로 기뻐요……!"
灯織、来週から手伝いを頼めるか？,"히오리, 다음주에 도우미 부탁해도 될까?"
甜花、来週から手伝いを頼めるか？,"텐카, 다음주에 도우미 부탁해도 될까?"
甜花に、できるかな……\nえっと、頑張ってみる、ね……,"텐카가, 할 수 있을까……
에, 노력해 볼, 게요……"
！　ひ、灯織ちゃん、めぐるちゃん……\n一緒に頑張ってきたから……とってもうれしいっ,"! 히, 히오리쨩, 메구루쨩……
함께 노력해 왔으니까…… 매우 기뻐"
『W.I.N.G.』優勝です。おめでとうございます！\nプロデューサーさんなら成し遂げるって信じていましたよ！,"『W.I.N.G.』우승이에요. 축하드려요!
프로듀서님이라면 해낼 거라고 믿고 있었어요!"
あんなパフォーマンスで\n感謝が伝わると思ってるの？,"저런 퍼포먼스로
감사가 전해진다고 생각하고 있는 거야?"
いいわ、任せてちょうだい！,"좋아, 맡겨줘!"
いいんすか！　楽しそうっす！,괜찮슴까! 즐거울 거 같슴다!
うん、完璧っす！,"응, 완벽함다!"
おっと,어이쿠
おー、おっけー\nアタシも、みんなでいい感謝祭にしたいからな,"오,오케이―
나도, 모두랑 좋은 감사제를 만들고 싶으니까"
がんばれー！\nできるよー！,"힘내라―!
할 수 있어―!"
がんばれー！\n歌えるよー！,"힘내라―!
부를 수 있어―!"
がんばれー！\n踊れるよー！,"힘내라―!
춤출 수 있어―!"
この歓声は……\nわたしだけのじゃない……みんなの……！,"이 환성은……
나만의 것이 아니야…… 모두의……!"
それじゃ、\nリハーサルのレビューを伝えるわよ！,"그럼
리허설의 리뷰를 전해줄게!"
それじゃあ、\nリハーサルのレビューを伝えるわね～！,"그러면,
리허설의 리뷰를 전할게~!"
それでアイドル\nのつもり～？,"그래서 아이돌
의 생각~?"
どうして\n出来ないの～？,"어째서
할 수 없는거야~?"
は、はい……！\nあの……頑張ります……！,"네, 네……!
그…… 노력하겠습니다……!"
は、はいっ\nお手伝い、頑張りますね,"네, 넷
도움, 노력할게요"
ふふ……\nはい……仰せのままに……,"후후……
네…… 분부대로……"
ま、こんなもんっしょ,"뭐, 이렇게 된거겠지"
めぐる、来週から手伝いを頼めるか？,"메구루, 다음주부터 도움을 부탁할 수 있을까?"
もっちろんだよ！\n何すればいいかなー？,"물론이야!
뭘하면 좋을까?"
もっと気持ちを\n込めてください,"좀 더 마음을
담아주세요"
やったぁ！,해냈다아!
やった！,해냈다!
やりましたね。白熱した戦いでした\n特に彼女のパフォーマンスは圧巻でしたよ！,"했네요. 치열하게 달아오른 싸움이었어요
특히 그녀의 퍼포먼스는 압권이었어요!"
やる気ある？\n帰っていいわよ,"할 생각 있어?
돌아가도 돼"
よし、合格できた\nこれでファンの人たちを喜ばせる機会ができたな,"좋아, 합격할 수 있었다
이걸로 팬들을 기쁘게 할 기회가 생겼구나"
よし,좋아
アイドルになれたからこそ\n私は本当の意味で人を喜ばせられたんだろうな,"아이돌이 될 수 있었기에
나는 정말로 사람들을 기쁘게 할 수 있었어"
アナタたち、本当にソレで\nステージに立つ気なの～？,"당신들, 정말로 그걸로
스테이지에 설 생각이야~?"
オッケー！\n甘奈にお任せっ☆,"오케이!
아마나에게 맡겨만 달라구☆"
キレキレのパフォーマンスだったわ！\n本番が楽しみね,"반짝반짝이는 퍼포먼스였어!
실전이 기대되네"
サイコーに可愛かったわよ～\n本番が待ち遠しいわ～！,"최고로 사랑스러웠어요~
실전이 몹시 기다려지네~!"
シーズン４が終了しました\nいよいよ感謝祭ですね……楽しみにしています～♪,"시즌 4가 종료했습니다
드디어 감사제군요……기대하고 있습니다~♪"
ダメダメね……\n輝いてないわ！,"안돼안돼……
빛나지 않아!"
ダンス\n上手すぎ！,"댄스
정말 잘해!"
ノってるねえ\nいい感じだよ,"상승세구나
좋은 느낌이야"
ビジュアル\n良すぎる！,"비쥬얼
정말 좋다!"
プロデューサーさん、シーズン１が終了しましたよ\n次のシーズンも一緒に頑張りましょう～,"프로듀서님, 시즌 1이 종료했어요
다음 시즌도 함께 노력합시다~"
プロデューサーさん、シーズン３が終了しましたよ\n最後のシーズンも応援していますからね～,"프로듀서님, 시즌 3이 종료했어요
마지막 시즌도 응원하고 있으니까요~"
リズムがまるで\nとれてないわ,"리듬이 전혀
맞지 않아"
リズムに\nのってきたわね,"리듬에
탔구나"
全く出来ていませんね\n今のままではステージに上げられません,"전혀 못하네요
지금 그대로는 스테이지에 올리지 않습니다"
凛世、来週から手伝いを頼めるか？,"린제, 다음주부터 도움을 부탁할 수 있을까?"
動きが\nバラバラ…,"움직임이
뿔뿔이…"
可愛いわあ……\n虜にされちゃう,"귀엽네……
포로가 되버린다"
夏葉、来週から手伝いを頼めるか？,"나츠하, 다음주부터 도움을 부탁할 수 있을까?"
樹里、来週から手伝いを頼めるか？,"쥬리, 다음주부터 도움을 부탁할 수 있을까?"
次はいよいよ決勝だ\nこれまでにないほどファンのみんなを楽しませられるね,"다음은 드디어 결승이야
지금까지보다 훨씬 더, 팬 모두를 즐겁게 만들 수 있겠어"
歌に感情がある\n良いですね,"노래에 감정이 있다
좋군요"
歌声が\n澄んでいますね,"노랫소리가
맑네요"
歌声\nキレイ！,"노랫소리
예쁘다!"
歌詞が\n間違ってる…,"가사가
잘못되었다…"
甘奈、来週から手伝いを頼めるか？,"아마나, 다음주부터 도움을 부탁할 수 있을까?"
真乃、来週から手伝いを頼めるか？,"마노, 다음주부터 도움을 부탁할 수 있을까?"
